Input.extroversion_video1,Input.extroversion_video2,Input.neuroticism_video1,Input.neuroticism_video2,Input.agreeableness_video1,Input.agreeableness_video2,Input.conscientiousness_video1,Input.conscientiousness_video2,Input.openness_video1,Input.openness_video2,WorkerId,Answer.hO.left,Answer.hO.right,Answer.hC.left,Answer.hC.right,Answer.hE.left,Answer.hE.right,Answer.hA.left,Answer.hO.right.1,Answer.hO.left.1,Answer.hA.right,Answer.hN.left,Answer.hN.right,Answer.hTLeft.left,Answer.hTRight.right
https://www.cs.umb.edu/~srikark/selected_videos/f3dee66e8b_1.mp4,https://www.cs.umb.edu/~srikark/selected_videos/068371806d_18.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0e90f800ce_11.mp4,https://www.cs.umb.edu/~srikark/selected_videos/99a718fbeb_9.mp4,https://www.cs.umb.edu/~srikark/selected_videos/dfbe16e76b_42.mp4,https://www.cs.umb.edu/~srikark/selected_videos/c8c00639ec_46.mp4,https://www.cs.umb.edu/~srikark/selected_videos/8d0ee9e27f_19.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2630e932f0_36.mp4,https://www.cs.umb.edu/~srikark/selected_videos/4fdabf2807_19.mp4,https://www.cs.umb.edu/~srikark/selected_videos/720fccf6b1_76.mp4,A5LYLHG880ABE,False,True,False,True,False,True,True,True,False,False,True,False,True,True
https://www.cs.umb.edu/~srikark/selected_videos/f3dee66e8b_1.mp4,https://www.cs.umb.edu/~srikark/selected_videos/068371806d_18.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0e90f800ce_11.mp4,https://www.cs.umb.edu/~srikark/selected_videos/99a718fbeb_9.mp4,https://www.cs.umb.edu/~srikark/selected_videos/dfbe16e76b_42.mp4,https://www.cs.umb.edu/~srikark/selected_videos/c8c00639ec_46.mp4,https://www.cs.umb.edu/~srikark/selected_videos/8d0ee9e27f_19.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2630e932f0_36.mp4,https://www.cs.umb.edu/~srikark/selected_videos/4fdabf2807_19.mp4,https://www.cs.umb.edu/~srikark/selected_videos/720fccf6b1_76.mp4,A2XI3DX3IJ1TAV,False,True,True,False,True,False,False,True,False,True,False,True,True,True
https://www.cs.umb.edu/~srikark/selected_videos/db8c3db135_11.mp4,https://www.cs.umb.edu/~srikark/selected_videos/9c0546b173_1.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0b1b1a67eb_13.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0a6455dbb0_77.mp4,https://www.cs.umb.edu/~srikark/selected_videos/8672769492_5.mp4,https://www.cs.umb.edu/~srikark/selected_videos/1ffcdc3b90_19.mp4,https://www.cs.umb.edu/~srikark/selected_videos/dfbe16e76b_41.mp4,https://www.cs.umb.edu/~srikark/selected_videos/4fdf48c5b7_23.mp4,https://www.cs.umb.edu/~srikark/selected_videos/7bd0303cc6_14.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2630e932f0_71.mp4,ASWZO1WY1UHEP,True,False,False,True,True,False,False,False,True,True,True,False,True,True
https://www.cs.umb.edu/~srikark/selected_videos/db8c3db135_11.mp4,https://www.cs.umb.edu/~srikark/selected_videos/9c0546b173_1.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0b1b1a67eb_13.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0a6455dbb0_77.mp4,https://www.cs.umb.edu/~srikark/selected_videos/8672769492_5.mp4,https://www.cs.umb.edu/~srikark/selected_videos/1ffcdc3b90_19.mp4,https://www.cs.umb.edu/~srikark/selected_videos/dfbe16e76b_41.mp4,https://www.cs.umb.edu/~srikark/selected_videos/4fdf48c5b7_23.mp4,https://www.cs.umb.edu/~srikark/selected_videos/7bd0303cc6_14.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2630e932f0_71.mp4,A1IU5OP7BBZHZ7,False,True,True,False,True,False,True,True,False,False,True,False,True,True
https://www.cs.umb.edu/~srikark/selected_videos/db8c3db135_11.mp4,https://www.cs.umb.edu/~srikark/selected_videos/9c0546b173_1.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0b1b1a67eb_13.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0a6455dbb0_77.mp4,https://www.cs.umb.edu/~srikark/selected_videos/8672769492_5.mp4,https://www.cs.umb.edu/~srikark/selected_videos/1ffcdc3b90_19.mp4,https://www.cs.umb.edu/~srikark/selected_videos/dfbe16e76b_41.mp4,https://www.cs.umb.edu/~srikark/selected_videos/4fdf48c5b7_23.mp4,https://www.cs.umb.edu/~srikark/selected_videos/7bd0303cc6_14.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2630e932f0_71.mp4,A22KRF782ELLB0,False,True,True,False,True,False,False,True,False,True,True,False,True,True
https://www.cs.umb.edu/~srikark/selected_videos/db8c3db135_11.mp4,https://www.cs.umb.edu/~srikark/selected_videos/9c0546b173_1.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0b1b1a67eb_13.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0a6455dbb0_77.mp4,https://www.cs.umb.edu/~srikark/selected_videos/8672769492_5.mp4,https://www.cs.umb.edu/~srikark/selected_videos/1ffcdc3b90_19.mp4,https://www.cs.umb.edu/~srikark/selected_videos/dfbe16e76b_41.mp4,https://www.cs.umb.edu/~srikark/selected_videos/4fdf48c5b7_23.mp4,https://www.cs.umb.edu/~srikark/selected_videos/7bd0303cc6_14.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2630e932f0_71.mp4,A3CAF7LTD3ORSG,False,True,False,True,True,False,True,True,False,False,True,False,True,True
https://www.cs.umb.edu/~srikark/selected_videos/db8c3db135_11.mp4,https://www.cs.umb.edu/~srikark/selected_videos/9c0546b173_1.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0b1b1a67eb_13.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0a6455dbb0_77.mp4,https://www.cs.umb.edu/~srikark/selected_videos/8672769492_5.mp4,https://www.cs.umb.edu/~srikark/selected_videos/1ffcdc3b90_19.mp4,https://www.cs.umb.edu/~srikark/selected_videos/dfbe16e76b_41.mp4,https://www.cs.umb.edu/~srikark/selected_videos/4fdf48c5b7_23.mp4,https://www.cs.umb.edu/~srikark/selected_videos/7bd0303cc6_14.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2630e932f0_71.mp4,A2XI3DX3IJ1TAV,False,True,False,True,True,False,True,True,False,False,True,False,True,True
https://www.cs.umb.edu/~srikark/selected_videos/db8c3db135_11.mp4,https://www.cs.umb.edu/~srikark/selected_videos/4274b5c7b4_83.mp4,https://www.cs.umb.edu/~srikark/selected_videos/21ad80e26e_13.mp4,https://www.cs.umb.edu/~srikark/selected_videos/4fdf48c5b7_40.mp4,https://www.cs.umb.edu/~srikark/selected_videos/15b660a496_13.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0e90f800ce_7.mp4,https://www.cs.umb.edu/~srikark/selected_videos/3065b7b574_17.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0ebcafdc7c_15.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0a6455dbb0_82.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2630e932f0_62.mp4,A2QD9PJUKW7PKK,False,True,False,True,True,False,False,True,False,True,True,False,True,True
https://www.cs.umb.edu/~srikark/selected_videos/db8c3db135_11.mp4,https://www.cs.umb.edu/~srikark/selected_videos/4274b5c7b4_83.mp4,https://www.cs.umb.edu/~srikark/selected_videos/21ad80e26e_13.mp4,https://www.cs.umb.edu/~srikark/selected_videos/4fdf48c5b7_40.mp4,https://www.cs.umb.edu/~srikark/selected_videos/15b660a496_13.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0e90f800ce_7.mp4,https://www.cs.umb.edu/~srikark/selected_videos/3065b7b574_17.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0ebcafdc7c_15.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0a6455dbb0_82.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2630e932f0_62.mp4,AKVDY8OXNMQED,True,False,True,False,False,True,True,False,True,False,True,False,True,True
https://www.cs.umb.edu/~srikark/selected_videos/db8c3db135_11.mp4,https://www.cs.umb.edu/~srikark/selected_videos/4274b5c7b4_83.mp4,https://www.cs.umb.edu/~srikark/selected_videos/21ad80e26e_13.mp4,https://www.cs.umb.edu/~srikark/selected_videos/4fdf48c5b7_40.mp4,https://www.cs.umb.edu/~srikark/selected_videos/15b660a496_13.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0e90f800ce_7.mp4,https://www.cs.umb.edu/~srikark/selected_videos/3065b7b574_17.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0ebcafdc7c_15.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0a6455dbb0_82.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2630e932f0_62.mp4,ASWZO1WY1UHEP,False,True,True,False,False,True,True,True,False,False,True,False,True,True
https://www.cs.umb.edu/~srikark/selected_videos/db8c3db135_11.mp4,https://www.cs.umb.edu/~srikark/selected_videos/4274b5c7b4_83.mp4,https://www.cs.umb.edu/~srikark/selected_videos/21ad80e26e_13.mp4,https://www.cs.umb.edu/~srikark/selected_videos/4fdf48c5b7_40.mp4,https://www.cs.umb.edu/~srikark/selected_videos/15b660a496_13.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0e90f800ce_7.mp4,https://www.cs.umb.edu/~srikark/selected_videos/3065b7b574_17.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0ebcafdc7c_15.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0a6455dbb0_82.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2630e932f0_62.mp4,A1IU5OP7BBZHZ7,False,True,False,True,True,False,False,True,False,True,False,True,True,True
https://www.cs.umb.edu/~srikark/selected_videos/db8c3db135_11.mp4,https://www.cs.umb.edu/~srikark/selected_videos/4274b5c7b4_83.mp4,https://www.cs.umb.edu/~srikark/selected_videos/21ad80e26e_13.mp4,https://www.cs.umb.edu/~srikark/selected_videos/4fdf48c5b7_40.mp4,https://www.cs.umb.edu/~srikark/selected_videos/15b660a496_13.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0e90f800ce_7.mp4,https://www.cs.umb.edu/~srikark/selected_videos/3065b7b574_17.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0ebcafdc7c_15.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0a6455dbb0_82.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2630e932f0_62.mp4,A22KRF782ELLB0,False,True,False,True,True,False,True,True,False,False,False,True,True,True
https://www.cs.umb.edu/~srikark/selected_videos/c1805aaff8_1.mp4,https://www.cs.umb.edu/~srikark/selected_videos/6e8b99814c_9.mp4,https://www.cs.umb.edu/~srikark/selected_videos/dfbe16e76b_44.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0e90f800ce_3.mp4,https://www.cs.umb.edu/~srikark/selected_videos/63d4150e21_5.mp4,https://www.cs.umb.edu/~srikark/selected_videos/7bd0303cc6_2.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0a368dff45_30.mp4,https://www.cs.umb.edu/~srikark/selected_videos/7ca6b24a30_4.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2630e932f0_62.mp4,https://www.cs.umb.edu/~srikark/selected_videos/df2b112a9a_6.mp4,A1IU5OP7BBZHZ7,True,False,False,True,True,False,False,False,True,True,True,False,True,True
https://www.cs.umb.edu/~srikark/selected_videos/c1805aaff8_1.mp4,https://www.cs.umb.edu/~srikark/selected_videos/6e8b99814c_9.mp4,https://www.cs.umb.edu/~srikark/selected_videos/dfbe16e76b_44.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0e90f800ce_3.mp4,https://www.cs.umb.edu/~srikark/selected_videos/63d4150e21_5.mp4,https://www.cs.umb.edu/~srikark/selected_videos/7bd0303cc6_2.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0a368dff45_30.mp4,https://www.cs.umb.edu/~srikark/selected_videos/7ca6b24a30_4.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2630e932f0_62.mp4,https://www.cs.umb.edu/~srikark/selected_videos/df2b112a9a_6.mp4,A22KRF782ELLB0,True,False,False,True,True,False,True,False,True,False,False,True,True,True
https://www.cs.umb.edu/~srikark/selected_videos/c1805aaff8_1.mp4,https://www.cs.umb.edu/~srikark/selected_videos/6e8b99814c_9.mp4,https://www.cs.umb.edu/~srikark/selected_videos/dfbe16e76b_44.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0e90f800ce_3.mp4,https://www.cs.umb.edu/~srikark/selected_videos/63d4150e21_5.mp4,https://www.cs.umb.edu/~srikark/selected_videos/7bd0303cc6_2.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0a368dff45_30.mp4,https://www.cs.umb.edu/~srikark/selected_videos/7ca6b24a30_4.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2630e932f0_62.mp4,https://www.cs.umb.edu/~srikark/selected_videos/df2b112a9a_6.mp4,A2XI3DX3IJ1TAV,False,True,False,True,True,False,True,True,False,False,False,True,True,True
https://www.cs.umb.edu/~srikark/selected_videos/c1805aaff8_1.mp4,https://www.cs.umb.edu/~srikark/selected_videos/6e8b99814c_9.mp4,https://www.cs.umb.edu/~srikark/selected_videos/dfbe16e76b_44.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0e90f800ce_3.mp4,https://www.cs.umb.edu/~srikark/selected_videos/63d4150e21_5.mp4,https://www.cs.umb.edu/~srikark/selected_videos/7bd0303cc6_2.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0a368dff45_30.mp4,https://www.cs.umb.edu/~srikark/selected_videos/7ca6b24a30_4.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2630e932f0_62.mp4,https://www.cs.umb.edu/~srikark/selected_videos/df2b112a9a_6.mp4,A3CAF7LTD3ORSG,True,False,True,False,True,False,True,False,True,False,False,True,True,True
https://www.cs.umb.edu/~srikark/selected_videos/c1805aaff8_1.mp4,https://www.cs.umb.edu/~srikark/selected_videos/6e8b99814c_9.mp4,https://www.cs.umb.edu/~srikark/selected_videos/dfbe16e76b_44.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0e90f800ce_3.mp4,https://www.cs.umb.edu/~srikark/selected_videos/63d4150e21_5.mp4,https://www.cs.umb.edu/~srikark/selected_videos/7bd0303cc6_2.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0a368dff45_30.mp4,https://www.cs.umb.edu/~srikark/selected_videos/7ca6b24a30_4.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2630e932f0_62.mp4,https://www.cs.umb.edu/~srikark/selected_videos/df2b112a9a_6.mp4,A29ZTHY1OB4IC8,True,False,False,True,True,False,True,False,True,False,True,False,True,True
https://www.cs.umb.edu/~srikark/selected_videos/34525d0742_17.mp4,https://www.cs.umb.edu/~srikark/selected_videos/7072033f78_1.mp4,https://www.cs.umb.edu/~srikark/selected_videos/068371806d_4.mp4,https://www.cs.umb.edu/~srikark/selected_videos/40bb63a7fd_27.mp4,https://www.cs.umb.edu/~srikark/selected_videos/7bd0303cc6_58.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0e90f800ce_14.mp4,https://www.cs.umb.edu/~srikark/selected_videos/9928319982_21.mp4,https://www.cs.umb.edu/~srikark/selected_videos/400f09a2d4_29.mp4,https://www.cs.umb.edu/~srikark/selected_videos/154ece9b23_16.mp4,https://www.cs.umb.edu/~srikark/selected_videos/53f9b0471a_5.mp4,A34M93NJC830DP,True,False,True,False,True,False,True,False,True,False,False,True,True,True
https://www.cs.umb.edu/~srikark/selected_videos/34525d0742_17.mp4,https://www.cs.umb.edu/~srikark/selected_videos/7072033f78_1.mp4,https://www.cs.umb.edu/~srikark/selected_videos/068371806d_4.mp4,https://www.cs.umb.edu/~srikark/selected_videos/40bb63a7fd_27.mp4,https://www.cs.umb.edu/~srikark/selected_videos/7bd0303cc6_58.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0e90f800ce_14.mp4,https://www.cs.umb.edu/~srikark/selected_videos/9928319982_21.mp4,https://www.cs.umb.edu/~srikark/selected_videos/400f09a2d4_29.mp4,https://www.cs.umb.edu/~srikark/selected_videos/154ece9b23_16.mp4,https://www.cs.umb.edu/~srikark/selected_videos/53f9b0471a_5.mp4,A1IU5OP7BBZHZ7,True,False,True,False,False,True,True,False,True,False,False,True,True,True
https://www.cs.umb.edu/~srikark/selected_videos/34525d0742_17.mp4,https://www.cs.umb.edu/~srikark/selected_videos/7072033f78_1.mp4,https://www.cs.umb.edu/~srikark/selected_videos/068371806d_4.mp4,https://www.cs.umb.edu/~srikark/selected_videos/40bb63a7fd_27.mp4,https://www.cs.umb.edu/~srikark/selected_videos/7bd0303cc6_58.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0e90f800ce_14.mp4,https://www.cs.umb.edu/~srikark/selected_videos/9928319982_21.mp4,https://www.cs.umb.edu/~srikark/selected_videos/400f09a2d4_29.mp4,https://www.cs.umb.edu/~srikark/selected_videos/154ece9b23_16.mp4,https://www.cs.umb.edu/~srikark/selected_videos/53f9b0471a_5.mp4,ASWZO1WY1UHEP,True,False,True,False,True,False,False,False,True,True,True,False,True,True
https://www.cs.umb.edu/~srikark/selected_videos/34525d0742_17.mp4,https://www.cs.umb.edu/~srikark/selected_videos/7072033f78_1.mp4,https://www.cs.umb.edu/~srikark/selected_videos/068371806d_4.mp4,https://www.cs.umb.edu/~srikark/selected_videos/40bb63a7fd_27.mp4,https://www.cs.umb.edu/~srikark/selected_videos/7bd0303cc6_58.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0e90f800ce_14.mp4,https://www.cs.umb.edu/~srikark/selected_videos/9928319982_21.mp4,https://www.cs.umb.edu/~srikark/selected_videos/400f09a2d4_29.mp4,https://www.cs.umb.edu/~srikark/selected_videos/154ece9b23_16.mp4,https://www.cs.umb.edu/~srikark/selected_videos/53f9b0471a_5.mp4,A22KRF782ELLB0,True,False,True,False,True,False,True,False,True,False,True,False,True,True
https://www.cs.umb.edu/~srikark/selected_videos/34525d0742_17.mp4,https://www.cs.umb.edu/~srikark/selected_videos/7072033f78_1.mp4,https://www.cs.umb.edu/~srikark/selected_videos/068371806d_4.mp4,https://www.cs.umb.edu/~srikark/selected_videos/40bb63a7fd_27.mp4,https://www.cs.umb.edu/~srikark/selected_videos/7bd0303cc6_58.mp4,https://www.cs.umb.edu/~srikark/selected_videos/0e90f800ce_14.mp4,https://www.cs.umb.edu/~srikark/selected_videos/9928319982_21.mp4,https://www.cs.umb.edu/~srikark/selected_videos/400f09a2d4_29.mp4,https://www.cs.umb.edu/~srikark/selected_videos/154ece9b23_16.mp4,https://www.cs.umb.edu/~srikark/selected_videos/53f9b0471a_5.mp4,A29ZTHY1OB4IC8,False,True,False,True,False,True,False,True,False,True,True,False,True,True
https://www.cs.umb.edu/~srikark/selected_videos/db8c3db135_11.mp4,https://www.cs.umb.edu/~srikark/selected_videos/ad46005343_1.mp4,https://www.cs.umb.edu/~srikark/selected_videos/3aabfe0590_14.mp4,https://www.cs.umb.edu/~srikark/selected_videos/86410175f1_20.mp4,https://www.cs.umb.edu/~srikark/selected_videos/dfbe16e76b_3.mp4,https://www.cs.umb.edu/~srikark/selected_videos/09044899e9_3.mp4,https://www.cs.umb.edu/~srikark/selected_videos/9928319982_9.mp4,https://www.cs.umb.edu/~srikark/selected_videos/9d22732682_33.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2630e932f0_8.mp4,https://www.cs.umb.edu/~srikark/selected_videos/b060020015_10.mp4,A1IU5OP7BBZHZ7,True,False,True,False,False,True,True,False,True,False,True,False,True,True
https://www.cs.umb.edu/~srikark/selected_videos/db8c3db135_11.mp4,https://www.cs.umb.edu/~srikark/selected_videos/ad46005343_1.mp4,https://www.cs.umb.edu/~srikark/selected_videos/3aabfe0590_14.mp4,https://www.cs.umb.edu/~srikark/selected_videos/86410175f1_20.mp4,https://www.cs.umb.edu/~srikark/selected_videos/dfbe16e76b_3.mp4,https://www.cs.umb.edu/~srikark/selected_videos/09044899e9_3.mp4,https://www.cs.umb.edu/~srikark/selected_videos/9928319982_9.mp4,https://www.cs.umb.edu/~srikark/selected_videos/9d22732682_33.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2630e932f0_8.mp4,https://www.cs.umb.edu/~srikark/selected_videos/b060020015_10.mp4,A22KRF782ELLB0,True,False,False,True,False,True,False,False,True,True,True,False,True,True
https://www.cs.umb.edu/~srikark/selected_videos/db8c3db135_11.mp4,https://www.cs.umb.edu/~srikark/selected_videos/ad46005343_1.mp4,https://www.cs.umb.edu/~srikark/selected_videos/3aabfe0590_14.mp4,https://www.cs.umb.edu/~srikark/selected_videos/86410175f1_20.mp4,https://www.cs.umb.edu/~srikark/selected_videos/dfbe16e76b_3.mp4,https://www.cs.umb.edu/~srikark/selected_videos/09044899e9_3.mp4,https://www.cs.umb.edu/~srikark/selected_videos/9928319982_9.mp4,https://www.cs.umb.edu/~srikark/selected_videos/9d22732682_33.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2630e932f0_8.mp4,https://www.cs.umb.edu/~srikark/selected_videos/b060020015_10.mp4,A272A0JGRTBFCR,True,False,False,True,True,False,True,False,True,False,True,False,True,True
https://www.cs.umb.edu/~srikark/selected_videos/db8c3db135_11.mp4,https://www.cs.umb.edu/~srikark/selected_videos/ad46005343_1.mp4,https://www.cs.umb.edu/~srikark/selected_videos/3aabfe0590_14.mp4,https://www.cs.umb.edu/~srikark/selected_videos/86410175f1_20.mp4,https://www.cs.umb.edu/~srikark/selected_videos/dfbe16e76b_3.mp4,https://www.cs.umb.edu/~srikark/selected_videos/09044899e9_3.mp4,https://www.cs.umb.edu/~srikark/selected_videos/9928319982_9.mp4,https://www.cs.umb.edu/~srikark/selected_videos/9d22732682_33.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2630e932f0_8.mp4,https://www.cs.umb.edu/~srikark/selected_videos/b060020015_10.mp4,A29ZTHY1OB4IC8,True,False,False,True,False,True,True,False,True,False,False,True,True,True
https://www.cs.umb.edu/~srikark/selected_videos/db8c3db135_11.mp4,https://www.cs.umb.edu/~srikark/selected_videos/ad46005343_1.mp4,https://www.cs.umb.edu/~srikark/selected_videos/3aabfe0590_14.mp4,https://www.cs.umb.edu/~srikark/selected_videos/86410175f1_20.mp4,https://www.cs.umb.edu/~srikark/selected_videos/dfbe16e76b_3.mp4,https://www.cs.umb.edu/~srikark/selected_videos/09044899e9_3.mp4,https://www.cs.umb.edu/~srikark/selected_videos/9928319982_9.mp4,https://www.cs.umb.edu/~srikark/selected_videos/9d22732682_33.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2630e932f0_8.mp4,https://www.cs.umb.edu/~srikark/selected_videos/b060020015_10.mp4,A2XI3DX3IJ1TAV,True,False,False,True,False,True,False,False,True,True,False,True,True,True
https://www.cs.umb.edu/~srikark/selected_videos/62c05bb425_13.mp4,https://www.cs.umb.edu/~srikark/selected_videos/d858a95536_70.mp4,https://www.cs.umb.edu/~srikark/selected_videos/068371806d_24.mp4,https://www.cs.umb.edu/~srikark/selected_videos/81ef830580_17.mp4,https://www.cs.umb.edu/~srikark/selected_videos/df2b112a9a_1.mp4,https://www.cs.umb.edu/~srikark/selected_videos/82ab936b7a_17.mp4,https://www.cs.umb.edu/~srikark/selected_videos/1a0f97af1e_54.mp4,https://www.cs.umb.edu/~srikark/selected_videos/e893ca6146_1.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2630e932f0_71.mp4,https://www.cs.umb.edu/~srikark/selected_videos/f1d34d8f6a_11.mp4,A34M93NJC830DP,False,True,True,False,False,True,True,True,False,False,True,False,True,True
https://www.cs.umb.edu/~srikark/selected_videos/62c05bb425_13.mp4,https://www.cs.umb.edu/~srikark/selected_videos/d858a95536_70.mp4,https://www.cs.umb.edu/~srikark/selected_videos/068371806d_24.mp4,https://www.cs.umb.edu/~srikark/selected_videos/81ef830580_17.mp4,https://www.cs.umb.edu/~srikark/selected_videos/df2b112a9a_1.mp4,https://www.cs.umb.edu/~srikark/selected_videos/82ab936b7a_17.mp4,https://www.cs.umb.edu/~srikark/selected_videos/1a0f97af1e_54.mp4,https://www.cs.umb.edu/~srikark/selected_videos/e893ca6146_1.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2630e932f0_71.mp4,https://www.cs.umb.edu/~srikark/selected_videos/f1d34d8f6a_11.mp4,A2QD9PJUKW7PKK,False,True,True,False,True,False,False,True,False,True,False,True,True,True
https://www.cs.umb.edu/~srikark/selected_videos/62c05bb425_13.mp4,https://www.cs.umb.edu/~srikark/selected_videos/d858a95536_70.mp4,https://www.cs.umb.edu/~srikark/selected_videos/068371806d_24.mp4,https://www.cs.umb.edu/~srikark/selected_videos/81ef830580_17.mp4,https://www.cs.umb.edu/~srikark/selected_videos/df2b112a9a_1.mp4,https://www.cs.umb.edu/~srikark/selected_videos/82ab936b7a_17.mp4,https://www.cs.umb.edu/~srikark/selected_videos/1a0f97af1e_54.mp4,https://www.cs.umb.edu/~srikark/selected_videos/e893ca6146_1.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2630e932f0_71.mp4,https://www.cs.umb.edu/~srikark/selected_videos/f1d34d8f6a_11.mp4,ASWZO1WY1UHEP,False,True,True,False,False,True,False,True,False,True,True,False,True,True
https://www.cs.umb.edu/~srikark/selected_videos/62c05bb425_13.mp4,https://www.cs.umb.edu/~srikark/selected_videos/d858a95536_70.mp4,https://www.cs.umb.edu/~srikark/selected_videos/068371806d_24.mp4,https://www.cs.umb.edu/~srikark/selected_videos/81ef830580_17.mp4,https://www.cs.umb.edu/~srikark/selected_videos/df2b112a9a_1.mp4,https://www.cs.umb.edu/~srikark/selected_videos/82ab936b7a_17.mp4,https://www.cs.umb.edu/~srikark/selected_videos/1a0f97af1e_54.mp4,https://www.cs.umb.edu/~srikark/selected_videos/e893ca6146_1.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2630e932f0_71.mp4,https://www.cs.umb.edu/~srikark/selected_videos/f1d34d8f6a_11.mp4,A1IU5OP7BBZHZ7,True,False,True,False,False,True,True,False,True,False,True,False,True,True
https://www.cs.umb.edu/~srikark/selected_videos/62c05bb425_13.mp4,https://www.cs.umb.edu/~srikark/selected_videos/d858a95536_70.mp4,https://www.cs.umb.edu/~srikark/selected_videos/068371806d_24.mp4,https://www.cs.umb.edu/~srikark/selected_videos/81ef830580_17.mp4,https://www.cs.umb.edu/~srikark/selected_videos/df2b112a9a_1.mp4,https://www.cs.umb.edu/~srikark/selected_videos/82ab936b7a_17.mp4,https://www.cs.umb.edu/~srikark/selected_videos/1a0f97af1e_54.mp4,https://www.cs.umb.edu/~srikark/selected_videos/e893ca6146_1.mp4,https://www.cs.umb.edu/~srikark/selected_videos/2630e932f0_71.mp4,https://www.cs.umb.edu/~srikark/selected_videos/f1d34d8f6a_11.mp4,A22KRF782ELLB0,True,False,True,False,False,True,False,False,True,True,True,False,True,True
