File,extroversion,neuroticism,agreeableness,conscientiousness,openness
b9bf62905c_2.mp4,0.2809715569019317,0.3047482669353485,0.3047482669353485,0.5325564742088318,0.516748309135437
0b1b1a67eb_29.mp4,0.3981515765190124,0.2191547602415084,0.2191547602415084,0.3112472295761108,0.4261171221733093
3aabfe0590_18.mp4,0.4772422909736633,0.4248482286930084,0.4248482286930084,0.2557566165924072,0.5190138816833496
84125c414e_15.mp4,0.2553225457668304,0.1885937750339508,0.1885937750339508,0.1861830800771713,0.5025621652603149
e3a40d1a75_54.mp4,0.2538428008556366,0.1296982318162918,0.1296982318162918,0.2495260834693908,0.2942434847354889
81ef830580_76.mp4,0.555263102054596,0.3742745518684387,0.3742745518684387,0.2511201202869415,0.4717685878276825
40bb63a7fd_46.mp4,0.3203502893447876,0.6619107723236084,0.6619107723236084,0.7079720497131348,0.4891767203807831
1680004fab_3.mp4,0.4104835391044616,0.2744111716747284,0.2744111716747284,0.243950143456459,0.4827292263507843
d101e676ba_10.mp4,0.5906165838241577,0.109266810119152,0.109266810119152,0.2199900150299072,0.4769969284534454
eb87c332e2_13.mp4,0.488769382238388,0.3481740653514862,0.3481740653514862,0.0978398695588111,0.489249438047409
4c08eeaf99_141.mp4,0.3289540410041809,0.1220797449350357,0.1220797449350357,0.5739027261734009,0.2222106307744979
715fe6b19b_2.mp4,0.4965502619743347,0.4020724594593048,0.4020724594593048,0.2324339002370834,0.4936248958110809
5783b084a8_2.mp4,0.3537305891513824,0.2076752930879593,0.2076752930879593,0.2277621179819107,0.4436895847320556
0b1b1a67eb_15.mp4,0.2807115316390991,0.2647131681442261,0.2647131681442261,0.274828553199768,0.3949390351772308
4b08571b97_7.mp4,0.3319600224494934,0.1930250972509384,0.1930250972509384,0.2779126167297363,0.4776886999607086
3aabfe0590_24.mp4,0.3949033617973327,0.3927083313465118,0.3927083313465118,0.2472209334373474,0.5089260339736938
99ae4f4c9b_10.mp4,0.3391899764537811,0.4773187637329101,0.4773187637329101,0.4979449808597564,0.472859650850296
bfcf904423_1.mp4,0.467847615480423,0.362314224243164,0.362314224243164,0.1603111922740936,0.498917669057846
c33dad9f29_5.mp4,0.3104704916477203,0.3188975751399994,0.3188975751399994,0.2578287720680237,0.2674507200717926
e8477b04ec_11.mp4,0.501177966594696,0.0886614248156547,0.0886614248156547,0.2519364953041076,0.4609227478504181
2457d01ae7_16.mp4,0.3187032639980316,0.163308784365654,0.163308784365654,0.7148477435112,0.4705445170402527
0a368dff45_2.mp4,0.3179765045642853,0.3136880397796631,0.3136880397796631,0.4747346639633178,0.5173060894012451
5990ff1239_19.mp4,0.4259909689426422,0.6991513967514038,0.6991513967514038,0.4798778891563415,0.4642357528209686
4b8d550db2_32.mp4,0.4229131639003753,0.3233813345432281,0.3233813345432281,0.2696729302406311,0.3571798205375671
4fdf48c5b7_48.mp4,0.2538991868495941,0.3140377104282379,0.3140377104282379,0.148755669593811,0.3056541085243225
4b8d550db2_26.mp4,0.4681466817855835,0.3598162531852722,0.3598162531852722,0.2656486332416534,0.4969699382781982
a0d68ece5b_5.mp4,0.3669346570968628,0.4259191155433655,0.4259191155433655,0.5054188370704651,0.4908503592014313
21ad80e26e_13.mp4,0.5555487871170044,0.0143569419160485,0.0143569419160485,0.2772694230079651,0.4570629000663757
61476146da_23.mp4,0.2452539652585983,0.4659995138645172,0.4659995138645172,0.514056384563446,0.5016350150108337
17becab0e7_14.mp4,0.4886079430580139,0.3821314573287964,0.3821314573287964,0.5003269910812378,0.4895235002040863
