workerId,video.left,video.right,o.true,c.true,e.true,a.true,n.true,o.answer,c.answer,e.answer,a.answer,n.answer
A22KRF782ELLB0,82ab936b7a_3.mp4,068371806d_16.mp4,left,right,left,right,left,left,right,left,right,right
A3OZ8KF0HWSVWK,82ab936b7a_3.mp4,068371806d_16.mp4,left,right,left,right,left,left,right,left,right,right
AMX5R6NLYNA2K,82ab936b7a_3.mp4,068371806d_16.mp4,left,right,left,right,left,left,right,left,left,left
A31Z5TPD8QKE26,82ab936b7a_3.mp4,068371806d_16.mp4,left,right,left,right,left,left,right,left,right,right
A32UE0WDFAUWBE,7a393124cb_1.mp4,2630e932f0_31.mp4,left,left,right,left,left,right,right,left,left,right
A2KJ983WWTEK4L,7a393124cb_1.mp4,2630e932f0_31.mp4,left,left,right,left,left,right,right,left,left,right
A22KRF782ELLB0,7a393124cb_1.mp4,2630e932f0_31.mp4,left,left,right,left,left,left,left,left,right,right
A3O81LHBBI8NPK,7a393124cb_1.mp4,2630e932f0_31.mp4,left,left,right,left,left,right,right,left,left,right
A2UF2FRGVW4T89,7a393124cb_1.mp4,2630e932f0_31.mp4,left,left,right,left,left,left,right,left,right,right
A22KRF782ELLB0,dfbe16e76b_56.mp4,5f94648651_24.mp4,right,right,left,left,left,left,right,left,left,left
ASWZO1WY1UHEP,dfbe16e76b_56.mp4,5f94648651_24.mp4,right,right,left,left,left,right,right,left,right,left
A31Z5TPD8QKE26,dfbe16e76b_56.mp4,5f94648651_24.mp4,right,right,left,left,left,left,right,left,right,left
A3OZ8KF0HWSVWK,dfbe16e76b_56.mp4,5f94648651_24.mp4,right,right,left,left,left,right,right,left,right,left
A3CAF7LTD3ORSG,dfbe16e76b_56.mp4,5f94648651_24.mp4,right,right,left,left,left,left,right,left,left,left
A3O81LHBBI8NPK,c8c00639ec_50.mp4,82ab936b7a_3.mp4,right,right,right,right,left,right,right,left,left,right
A2UF2FRGVW4T89,c8c00639ec_50.mp4,82ab936b7a_3.mp4,right,right,right,right,left,right,right,left,right,left
A32UE0WDFAUWBE,c8c00639ec_50.mp4,82ab936b7a_3.mp4,right,right,right,right,left,right,right,left,right,right
AMX5R6NLYNA2K,c8c00639ec_50.mp4,82ab936b7a_3.mp4,right,right,right,right,left,right,right,left,right,right
A3OZ8KF0HWSVWK,c8c00639ec_50.mp4,82ab936b7a_3.mp4,right,right,right,right,left,right,right,left,left,left
A34M93NJC830DP,82ab936b7a_3.mp4,c8c00639ec_21.mp4,right,left,left,left,right,right,right,right,left,right
A2UF2FRGVW4T89,82ab936b7a_3.mp4,c8c00639ec_21.mp4,right,left,left,left,right,right,left,right,left,right
ASWZO1WY1UHEP,82ab936b7a_3.mp4,c8c00639ec_21.mp4,right,left,left,left,right,right,left,right,right,left
A3UUH3632AI3ZX,82ab936b7a_3.mp4,c8c00639ec_21.mp4,right,left,left,left,right,right,left,left,right,left
A31Z5TPD8QKE26,82ab936b7a_3.mp4,c8c00639ec_21.mp4,right,left,left,left,right,right,left,left,left,left
A31Z5TPD8QKE26,dfbe16e76b_56.mp4,59b679006a_4.mp4,left,left,right,left,left,right,left,left,right,left
A3O81LHBBI8NPK,dfbe16e76b_56.mp4,59b679006a_4.mp4,left,left,right,left,left,right,right,left,left,left
A314XJY8V1YL12,dfbe16e76b_56.mp4,59b679006a_4.mp4,left,left,right,left,left,right,left,left,left,left
ASWZO1WY1UHEP,dfbe16e76b_56.mp4,59b679006a_4.mp4,left,left,right,left,left,right,left,right,left,left
A3UUH3632AI3ZX,dfbe16e76b_56.mp4,59b679006a_4.mp4,left,left,right,left,left,right,right,left,left,left
A22KRF782ELLB0,82ab936b7a_3.mp4,9f4b6cb3c2_2.mp4,left,right,left,left,right,left,right,right,left,right
A3169N2SCN3ENK,82ab936b7a_3.mp4,9f4b6cb3c2_2.mp4,left,right,left,left,right,left,right,right,right,left
AHXCMJUY4KI4C,82ab936b7a_3.mp4,9f4b6cb3c2_2.mp4,left,right,left,left,right,right,left,right,right,right
ASWZO1WY1UHEP,82ab936b7a_3.mp4,9f4b6cb3c2_2.mp4,left,right,left,left,right,right,right,right,right,right
A31Z5TPD8QKE26,82ab936b7a_3.mp4,9f4b6cb3c2_2.mp4,left,right,left,left,right,right,right,right,left,right
A3O81LHBBI8NPK,82ab936b7a_3.mp4,6e50939401_15.mp4,left,right,right,left,right,right,left,left,right,left
A32UE0WDFAUWBE,82ab936b7a_3.mp4,6e50939401_15.mp4,left,right,right,left,right,right,left,left,left,right
A31Z5TPD8QKE26,82ab936b7a_3.mp4,6e50939401_15.mp4,left,right,right,left,right,left,right,left,left,left
A3UUH3632AI3ZX,82ab936b7a_3.mp4,6e50939401_15.mp4,left,right,right,left,right,left,right,right,left,left
AISFU4P55HYEH,82ab936b7a_3.mp4,6e50939401_15.mp4,left,right,right,left,right,right,left,left,right,left
A32UE0WDFAUWBE,f7c3f8989b_89.mp4,f1f80e5aa0_11.mp4,left,right,right,right,left,left,right,right,left,right
A2UF2FRGVW4T89,f7c3f8989b_89.mp4,f1f80e5aa0_11.mp4,left,right,right,right,left,right,right,right,left,left
A22KRF782ELLB0,f7c3f8989b_89.mp4,f1f80e5aa0_11.mp4,left,right,right,right,left,right,right,right,left,left
A2KJ983WWTEK4L,f7c3f8989b_89.mp4,f1f80e5aa0_11.mp4,left,right,right,right,left,right,right,left,right,right
ASWZO1WY1UHEP,f7c3f8989b_89.mp4,f1f80e5aa0_11.mp4,left,right,right,right,left,left,right,right,right,right
A3UV55HC87DO9C,dfbe16e76b_56.mp4,eb87c332e2_25.mp4,right,right,left,left,left,right,right,left,right,right
A2KJ983WWTEK4L,dfbe16e76b_56.mp4,eb87c332e2_25.mp4,right,right,left,left,left,right,right,right,left,left
A2UF2FRGVW4T89,dfbe16e76b_56.mp4,eb87c332e2_25.mp4,right,right,left,left,left,right,right,right,left,left
A31Z5TPD8QKE26,dfbe16e76b_56.mp4,eb87c332e2_25.mp4,right,right,left,left,left,right,right,right,right,left
ASWZO1WY1UHEP,dfbe16e76b_56.mp4,eb87c332e2_25.mp4,right,right,left,left,left,right,right,right,left,left
A2UF2FRGVW4T89,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,left,right,right,right,right,right,left,right,right
A2KJ983WWTEK4L,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,left,right,right,right,right,right,left,left,right
A3169N2SCN3ENK,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,left,right,right,right,right,right,left,right,right
A3OZ8KF0HWSVWK,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,left,right,right,right,right,right,left,right,right
A31Z5TPD8QKE26,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,left,right,right,right,right,right,left,right,right
A314XJY8V1YL12,99ae4f4c9b_3.mp4,dfbe16e76b_56.mp4,left,left,right,right,right,left,right,left,right,right
ASWZO1WY1UHEP,99ae4f4c9b_3.mp4,dfbe16e76b_56.mp4,left,left,right,right,right,left,right,left,right,left
A31Z5TPD8QKE26,99ae4f4c9b_3.mp4,dfbe16e76b_56.mp4,left,left,right,right,right,left,right,left,right,right
A1S88VQY8G8CNC,99ae4f4c9b_3.mp4,dfbe16e76b_56.mp4,left,left,right,right,right,left,right,right,left,left
A22KRF782ELLB0,99ae4f4c9b_3.mp4,dfbe16e76b_56.mp4,left,left,right,right,right,left,right,left,right,right
AHXCMJUY4KI4C,dfbe16e76b_56.mp4,54e727b94e_16.mp4,right,right,left,right,left,left,right,left,left,right
A22KRF782ELLB0,dfbe16e76b_56.mp4,54e727b94e_16.mp4,right,right,left,right,left,right,right,right,right,right
ASWZO1WY1UHEP,dfbe16e76b_56.mp4,54e727b94e_16.mp4,right,right,left,right,left,right,right,right,left,left
A3UUH3632AI3ZX,dfbe16e76b_56.mp4,54e727b94e_16.mp4,right,right,left,right,left,right,right,right,left,right
A31Z5TPD8QKE26,dfbe16e76b_56.mp4,54e727b94e_16.mp4,right,right,left,right,left,right,right,right,right,left
A314XJY8V1YL12,6e8b99814c_12.mp4,d36034bdbf_9.mp4,left,left,right,right,right,right,right,left,left,left
A3CAF7LTD3ORSG,6e8b99814c_12.mp4,d36034bdbf_9.mp4,left,left,right,right,right,right,right,left,left,right
A31Z5TPD8QKE26,6e8b99814c_12.mp4,d36034bdbf_9.mp4,left,left,right,right,right,right,left,left,left,right
A3OZ8KF0HWSVWK,6e8b99814c_12.mp4,d36034bdbf_9.mp4,left,left,right,right,right,right,left,left,left,right
ASWZO1WY1UHEP,6e8b99814c_12.mp4,d36034bdbf_9.mp4,left,left,right,right,right,left,right,left,right,left
A2TBXASXZIRNNW,dfbe16e76b_56.mp4,3eeda30ea0_11.mp4,right,left,left,left,left,left,left,right,right,left
AURYD2FH3FUOQ,dfbe16e76b_56.mp4,3eeda30ea0_11.mp4,right,left,left,left,left,left,left,right,left,left
A22KRF782ELLB0,dfbe16e76b_56.mp4,3eeda30ea0_11.mp4,right,left,left,left,left,left,right,left,right,left
A3UUH3632AI3ZX,dfbe16e76b_56.mp4,3eeda30ea0_11.mp4,right,left,left,left,left,left,left,left,left,right
ASWZO1WY1UHEP,dfbe16e76b_56.mp4,3eeda30ea0_11.mp4,right,left,left,left,left,right,left,right,left,right
A22KRF782ELLB0,a2dd854c9c_25.mp4,6e85d0151e_6.mp4,left,right,left,right,right,right,right,right,left,left
A3OZ8KF0HWSVWK,a2dd854c9c_25.mp4,6e85d0151e_6.mp4,left,right,left,right,right,right,right,right,right,left
A314XJY8V1YL12,a2dd854c9c_25.mp4,6e85d0151e_6.mp4,left,right,left,right,right,left,right,right,left,left
