workerId,video.left,video.right,o.true,c.true,e.true,a.true,n.true,o.answer,c.answer,e.answer,a.answer,n.answer
A3UUH3632AI3ZX,a2dd854c9c_25.mp4,6e85d0151e_6.mp4,left,right,left,right,right,left,right,right,left,left
ASWZO1WY1UHEP,a2dd854c9c_25.mp4,6e85d0151e_6.mp4,left,right,left,right,right,left,right,right,right,left
A2UF2FRGVW4T89,9f1cf0aa41_5.mp4,7bd0303cc6_99.mp4,right,right,left,right,right,left,left,right,right,right
ASWZO1WY1UHEP,9f1cf0aa41_5.mp4,7bd0303cc6_99.mp4,right,right,left,right,right,right,right,right,right,right
A31Z5TPD8QKE26,9f1cf0aa41_5.mp4,7bd0303cc6_99.mp4,right,right,left,right,right,right,right,right,left,right
A2XI3DX3IJ1TAV,9f1cf0aa41_5.mp4,7bd0303cc6_99.mp4,right,right,left,right,right,left,left,right,right,right
A3CAF7LTD3ORSG,9f1cf0aa41_5.mp4,7bd0303cc6_99.mp4,right,right,left,right,right,left,left,right,left,right
A22KRF782ELLB0,1a0f97af1e_3.mp4,82ab936b7a_3.mp4,left,right,left,left,right,right,left,right,right,left
ASWZO1WY1UHEP,1a0f97af1e_3.mp4,82ab936b7a_3.mp4,left,right,left,left,right,right,left,right,right,left
A314XJY8V1YL12,1a0f97af1e_3.mp4,82ab936b7a_3.mp4,left,right,left,left,right,right,left,right,right,left
AMX5R6NLYNA2K,1a0f97af1e_3.mp4,82ab936b7a_3.mp4,left,right,left,left,right,right,left,right,left,left
A3O81LHBBI8NPK,1a0f97af1e_3.mp4,82ab936b7a_3.mp4,left,right,left,left,right,right,left,left,right,left
A2KJ983WWTEK4L,4c08eeaf99_76.mp4,c651eb1676_76.mp4,left,right,right,left,right,right,left,right,right,left
A2UF2FRGVW4T89,4c08eeaf99_76.mp4,c651eb1676_76.mp4,left,right,right,left,right,left,right,right,right,right
A1S88VQY8G8CNC,4c08eeaf99_76.mp4,c651eb1676_76.mp4,left,right,right,left,right,left,left,right,right,left
A31Z5TPD8QKE26,4c08eeaf99_76.mp4,c651eb1676_76.mp4,left,right,right,left,right,left,left,right,right,right
A3OZ8KF0HWSVWK,4c08eeaf99_76.mp4,c651eb1676_76.mp4,left,right,right,left,right,left,left,right,right,left
ASWZO1WY1UHEP,c651eb1676_134.mp4,dfbe16e76b_56.mp4,left,left,right,left,right,right,left,right,right,left
AMX5R6NLYNA2K,c651eb1676_134.mp4,dfbe16e76b_56.mp4,left,left,right,left,right,right,left,right,left,left
A3O81LHBBI8NPK,c651eb1676_134.mp4,dfbe16e76b_56.mp4,left,left,right,left,right,right,right,right,right,right
A31Z5TPD8QKE26,c651eb1676_134.mp4,dfbe16e76b_56.mp4,left,left,right,left,right,right,right,right,left,right
A3OZ8KF0HWSVWK,c651eb1676_134.mp4,dfbe16e76b_56.mp4,left,left,right,left,right,left,right,right,right,right
A22KRF782ELLB0,dfbe16e76b_56.mp4,3eeda30ea0_1.mp4,right,left,right,right,left,right,right,right,right,left
A2UF2FRGVW4T89,dfbe16e76b_56.mp4,3eeda30ea0_1.mp4,right,left,right,right,left,right,right,right,left,left
A2KJ983WWTEK4L,dfbe16e76b_56.mp4,3eeda30ea0_1.mp4,right,left,right,right,left,right,right,right,left,left
A3OZ8KF0HWSVWK,dfbe16e76b_56.mp4,3eeda30ea0_1.mp4,right,left,right,right,left,right,right,right,right,left
A31Z5TPD8QKE26,dfbe16e76b_56.mp4,3eeda30ea0_1.mp4,right,left,right,right,left,right,right,right,right,left
A31Z5TPD8QKE26,dfbe16e76b_56.mp4,34525d0742_8.mp4,left,right,right,right,left,left,left,left,left,left
ASWZO1WY1UHEP,dfbe16e76b_56.mp4,34525d0742_8.mp4,left,right,right,right,left,right,left,left,right,left
A1S88VQY8G8CNC,dfbe16e76b_56.mp4,34525d0742_8.mp4,left,right,right,right,left,left,left,left,right,left
A3OZ8KF0HWSVWK,dfbe16e76b_56.mp4,34525d0742_8.mp4,left,right,right,right,left,left,left,left,left,left
A22KRF782ELLB0,dfbe16e76b_56.mp4,34525d0742_8.mp4,left,right,right,right,left,left,left,left,left,left
ASWZO1WY1UHEP,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,right,left,left,left,left,right,right,right,right
A2KJ983WWTEK4L,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,right,left,left,left,left,right,right,right,left
A1DOJTVB7GXJH7,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,right,left,left,left,right,right,right,right,right
A3UUH3632AI3ZX,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,right,left,left,left,left,right,right,left,right
A2XI3DX3IJ1TAV,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,left,right,left,left,left,left,right,left,right,right
ASWZO1WY1UHEP,82ab936b7a_3.mp4,67bda42b8b_2.mp4,right,right,right,right,right,right,left,right,left,left
A32UE0WDFAUWBE,82ab936b7a_3.mp4,67bda42b8b_2.mp4,right,right,right,right,right,right,right,left,left,left
AMX5R6NLYNA2K,82ab936b7a_3.mp4,67bda42b8b_2.mp4,right,right,right,right,right,left,left,right,right,right
A3CAF7LTD3ORSG,82ab936b7a_3.mp4,67bda42b8b_2.mp4,right,right,right,right,right,right,left,right,left,left
A3OZ8KF0HWSVWK,82ab936b7a_3.mp4,67bda42b8b_2.mp4,right,right,right,right,right,right,right,right,left,right
ASWZO1WY1UHEP,dfbe16e76b_56.mp4,3a1838f3bb_4.mp4,left,right,right,left,left,right,left,right,right,right
A314XJY8V1YL12,dfbe16e76b_56.mp4,3a1838f3bb_4.mp4,left,right,right,left,left,right,right,right,right,left
A2KJ983WWTEK4L,dfbe16e76b_56.mp4,3a1838f3bb_4.mp4,left,right,right,left,left,right,right,right,left,left
A3O81LHBBI8NPK,dfbe16e76b_56.mp4,3a1838f3bb_4.mp4,left,right,right,left,left,right,right,left,left,left
A31Z5TPD8QKE26,dfbe16e76b_56.mp4,3a1838f3bb_4.mp4,left,right,right,left,left,right,right,right,right,left
A2KJ983WWTEK4L,837d3a2ed9_17.mp4,82ab936b7a_3.mp4,left,right,right,left,left,left,left,right,right,right
A22KRF782ELLB0,837d3a2ed9_17.mp4,82ab936b7a_3.mp4,left,right,right,left,left,right,right,right,left,right
A3O81LHBBI8NPK,837d3a2ed9_17.mp4,82ab936b7a_3.mp4,left,right,right,left,left,right,right,right,left,right
ASWZO1WY1UHEP,837d3a2ed9_17.mp4,82ab936b7a_3.mp4,left,right,right,left,left,right,right,right,left,right
A31Z5TPD8QKE26,837d3a2ed9_17.mp4,82ab936b7a_3.mp4,left,right,right,left,left,right,right,right,left,right
A2KJ983WWTEK4L,d858a95536_2.mp4,720fccf6b1_42.mp4,left,left,right,left,left,right,right,right,right,right
A314XJY8V1YL12,d858a95536_2.mp4,720fccf6b1_42.mp4,left,left,right,left,left,right,right,right,right,right
AMX5R6NLYNA2K,d858a95536_2.mp4,720fccf6b1_42.mp4,left,left,right,left,left,right,right,right,left,right
A31Z5TPD8QKE26,d858a95536_2.mp4,720fccf6b1_42.mp4,left,left,right,left,left,right,right,right,right,left
A3CAF7LTD3ORSG,d858a95536_2.mp4,720fccf6b1_42.mp4,left,left,right,left,left,right,left,right,left,right
A3O81LHBBI8NPK,d649734465_4.mp4,4c08eeaf99_87.mp4,left,right,right,left,left,left,right,left,right,left
A3169N2SCN3ENK,d649734465_4.mp4,4c08eeaf99_87.mp4,left,right,right,left,left,left,right,left,right,left
A2UF2FRGVW4T89,d649734465_4.mp4,4c08eeaf99_87.mp4,left,right,right,left,left,left,right,left,right,right
A2KJ983WWTEK4L,d649734465_4.mp4,4c08eeaf99_87.mp4,left,right,right,left,left,right,right,left,left,left
A3OZ8KF0HWSVWK,d649734465_4.mp4,4c08eeaf99_87.mp4,left,right,right,left,left,left,right,left,left,left
A31Z5TPD8QKE26,dfbe16e76b_56.mp4,f3dee66e8b_26.mp4,right,left,right,left,left,right,right,right,right,left
A314XJY8V1YL12,dfbe16e76b_56.mp4,f3dee66e8b_26.mp4,right,left,right,left,left,right,right,left,right,left
A3UUH3632AI3ZX,dfbe16e76b_56.mp4,f3dee66e8b_26.mp4,right,left,right,left,left,right,right,right,right,left
A1S88VQY8G8CNC,dfbe16e76b_56.mp4,f3dee66e8b_26.mp4,right,left,right,left,left,left,right,left,left,left
AISFU4P55HYEH,dfbe16e76b_56.mp4,f3dee66e8b_26.mp4,right,left,right,left,left,right,right,left,right,left
A3O81LHBBI8NPK,720fccf6b1_5.mp4,e2298a78bc_1.mp4,left,right,left,right,right,left,right,right,right,left
A3169N2SCN3ENK,720fccf6b1_5.mp4,e2298a78bc_1.mp4,left,right,left,right,right,right,right,right,left,left
ASWZO1WY1UHEP,720fccf6b1_5.mp4,e2298a78bc_1.mp4,left,right,left,right,right,right,left,right,left,left
A2KJ983WWTEK4L,720fccf6b1_5.mp4,e2298a78bc_1.mp4,left,right,left,right,right,right,left,right,left,left
A31Z5TPD8QKE26,720fccf6b1_5.mp4,e2298a78bc_1.mp4,left,right,left,right,right,right,right,right,left,left
A2UF2FRGVW4T89,dfbe16e76b_56.mp4,f1f80e5aa0_6.mp4,left,right,left,right,left,right,right,right,right,left
A2KJ983WWTEK4L,dfbe16e76b_56.mp4,f1f80e5aa0_6.mp4,left,right,left,right,left,right,right,left,right,left
ASWZO1WY1UHEP,dfbe16e76b_56.mp4,f1f80e5aa0_6.mp4,left,right,left,right,left,left,right,right,right,right
A22KRF782ELLB0,dfbe16e76b_56.mp4,f1f80e5aa0_6.mp4,left,right,left,right,left,right,right,left,left,right
A31Z5TPD8QKE26,dfbe16e76b_56.mp4,f1f80e5aa0_6.mp4,left,right,left,right,left,right,right,left,right,left
ASWZO1WY1UHEP,dfbe16e76b_56.mp4,c8c00639ec_67.mp4,left,right,left,left,left,left,left,left,left,right
A31Z5TPD8QKE26,dfbe16e76b_56.mp4,c8c00639ec_67.mp4,left,right,left,left,left,left,left,left,left,left
A2KJ983WWTEK4L,dfbe16e76b_56.mp4,c8c00639ec_67.mp4,left,right,left,left,left,left,left,left,left,left
A3O81LHBBI8NPK,dfbe16e76b_56.mp4,c8c00639ec_67.mp4,left,right,left,left,left,left,left,left,left,right
A3OZ8KF0HWSVWK,dfbe16e76b_56.mp4,c8c00639ec_67.mp4,left,right,left,left,left,left,left,left,left,right
A3O81LHBBI8NPK,6474d3ca38_14.mp4,dfbe16e76b_56.mp4,right,right,right,left,right,right,right,left,left,right
A2UF2FRGVW4T89,6474d3ca38_14.mp4,dfbe16e76b_56.mp4,right,right,right,left,right,right,right,right,right,right
A3OZ8KF0HWSVWK,6474d3ca38_14.mp4,dfbe16e76b_56.mp4,right,right,right,left,right,right,right,right,right,right
A31Z5TPD8QKE26,6474d3ca38_14.mp4,dfbe16e76b_56.mp4,right,right,right,left,right,right,right,right,right,right
ASWZO1WY1UHEP,6474d3ca38_14.mp4,dfbe16e76b_56.mp4,right,right,right,left,right,right,right,right,right,left
A2KJ983WWTEK4L,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,right,right,left,right,left,left,right,right,right
ASWZO1WY1UHEP,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,right,right,left,right,right,left,right,right,right
A3O81LHBBI8NPK,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,right,right,left,right,left,left,right,left,left
A2XI3DX3IJ1TAV,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,right,right,left,right,right,right,right,left,left
A31Z5TPD8QKE26,82ab936b7a_3.mp4,dfbe16e76b_56.mp4,left,right,right,left,right,left,right,right,left,right
A3OZ8KF0HWSVWK,dfbe16e76b_56.mp4,1efc90d19f_4.mp4,right,left,right,right,left,left,right,left,left,left
A22KRF782ELLB0,dfbe16e76b_56.mp4,1efc90d19f_4.mp4,right,left,right,right,left,left,right,left,left,left
A3O81LHBBI8NPK,dfbe16e76b_56.mp4,1efc90d19f_4.mp4,right,left,right,right,left,left,right,left,right,left
ASWZO1WY1UHEP,dfbe16e76b_56.mp4,1efc90d19f_4.mp4,right,left,right,right,left,left,left,right,right,left
A31Z5TPD8QKE26,dfbe16e76b_56.mp4,1efc90d19f_4.mp4,right,left,right,right,left,left,right,left,left,left
ASWZO1WY1UHEP,540c0cba0a_75.mp4,b056ba1559_11.mp4,right,left,right,left,right,right,left,left,right,right
A31Z5TPD8QKE26,540c0cba0a_75.mp4,b056ba1559_11.mp4,right,left,right,left,right,right,left,left,left,left
A314XJY8V1YL12,540c0cba0a_75.mp4,b056ba1559_11.mp4,right,left,right,left,right,left,left,left,right,right
A3OZ8KF0HWSVWK,540c0cba0a_75.mp4,b056ba1559_11.mp4,right,left,right,left,right,right,right,left,right,left
A32UE0WDFAUWBE,97ab48dd55_8.mp4,dfbe16e76b_56.mp4,right,right,right,left,right,left,right,left,right,left
A2UF2FRGVW4T89,97ab48dd55_8.mp4,dfbe16e76b_56.mp4,right,right,right,left,right,right,right,left,left,right
A31Z5TPD8QKE26,97ab48dd55_8.mp4,dfbe16e76b_56.mp4,right,right,right,left,right,right,right,left,right,right
A3UUH3632AI3ZX,97ab48dd55_8.mp4,dfbe16e76b_56.mp4,right,right,right,left,right,left,left,left,left,left
ASWZO1WY1UHEP,97ab48dd55_8.mp4,dfbe16e76b_56.mp4,right,right,right,left,right,left,right,left,right,right
A31Z5TPD8QKE26,4350597771_2.mp4,dfbe16e76b_56.mp4,right,right,left,right,right,left,right,left,left,right
ASWZO1WY1UHEP,4350597771_2.mp4,dfbe16e76b_56.mp4,right,right,left,right,right,left,left,left,right,right
A22KRF782ELLB0,4350597771_2.mp4,dfbe16e76b_56.mp4,right,right,left,right,right,left,right,left,left,right
A3UV55HC87DO9C,4350597771_2.mp4,dfbe16e76b_56.mp4,right,right,left,right,right,left,left,right,left,left
A3UUH3632AI3ZX,4350597771_2.mp4,dfbe16e76b_56.mp4,right,right,left,right,right,left,left,left,left,right
ASWZO1WY1UHEP,6474d3ca38_12.mp4,4274b5c7b4_37.mp4,left,right,left,right,left,right,right,left,left,right
A22KRF782ELLB0,6474d3ca38_12.mp4,4274b5c7b4_37.mp4,left,right,left,right,left,right,right,left,right,right
A3O81LHBBI8NPK,6474d3ca38_12.mp4,4274b5c7b4_37.mp4,left,right,left,right,left,right,right,left,left,right
A31Z5TPD8QKE26,6474d3ca38_12.mp4,4274b5c7b4_37.mp4,left,right,left,right,left,right,right,left,right,right
A3UUH3632AI3ZX,6474d3ca38_12.mp4,4274b5c7b4_37.mp4,left,right,left,right,left,right,right,left,left,right
A2TBXASXZIRNNW,82ab936b7a_3.mp4,2630e932f0_43.mp4,right,right,left,left,right,left,right,left,right,left
A32UE0WDFAUWBE,82ab936b7a_3.mp4,2630e932f0_43.mp4,right,right,left,left,right,left,right,right,right,left
ASWZO1WY1UHEP,82ab936b7a_3.mp4,2630e932f0_43.mp4,right,right,left,left,right,left,right,left,right,left
A3OZ8KF0HWSVWK,82ab936b7a_3.mp4,2630e932f0_43.mp4,right,right,left,left,right,left,right,left,right,right
A314XJY8V1YL12,82ab936b7a_3.mp4,2630e932f0_43.mp4,right,right,left,left,right,left,right,left,right,left
A32UE0WDFAUWBE,dfbe16e76b_56.mp4,0c5b027fa3_2.mp4,right,right,left,left,left,right,right,left,left,right
A22KRF782ELLB0,dfbe16e76b_56.mp4,0c5b027fa3_2.mp4,right,right,left,left,left,right,right,left,right,left
A2UF2FRGVW4T89,dfbe16e76b_56.mp4,0c5b027fa3_2.mp4,right,right,left,left,left,right,right,left,left,left
A314XJY8V1YL12,dfbe16e76b_56.mp4,0c5b027fa3_2.mp4,right,right,left,left,left,right,right,left,right,left
A31Z5TPD8QKE26,dfbe16e76b_56.mp4,0c5b027fa3_2.mp4,right,right,left,left,left,right,right,left,right,left
AHXCMJUY4KI4C,1ff63a97cc_5.mp4,82ab936b7a_3.mp4,left,right,right,right,left,left,right,right,left,left
ASWZO1WY1UHEP,1ff63a97cc_5.mp4,82ab936b7a_3.mp4,left,right,right,right,left,right,left,left,left,left
A3O81LHBBI8NPK,1ff63a97cc_5.mp4,82ab936b7a_3.mp4,left,right,right,right,left,right,left,left,right,left
A31Z5TPD8QKE26,1ff63a97cc_5.mp4,82ab936b7a_3.mp4,left,right,right,right,left,right,right,left,left,left
AISFU4P55HYEH,1ff63a97cc_5.mp4,82ab936b7a_3.mp4,left,right,right,right,left,left,right,left,right,left
A3OZ8KF0HWSVWK,4fdf48c5b7_27.mp4,82ab936b7a_3.mp4,right,right,right,left,left,left,right,right,right,left
A2KJ983WWTEK4L,4fdf48c5b7_27.mp4,82ab936b7a_3.mp4,right,right,right,left,left,left,left,left,left,left
A31Z5TPD8QKE26,4fdf48c5b7_27.mp4,82ab936b7a_3.mp4,right,right,right,left,left,left,left,left,right,left
A22KRF782ELLB0,4fdf48c5b7_27.mp4,82ab936b7a_3.mp4,right,right,right,left,left,left,left,right,right,left
A3CAF7LTD3ORSG,4fdf48c5b7_27.mp4,82ab936b7a_3.mp4,right,right,right,left,left,left,left,right,left,right
A3O81LHBBI8NPK,63d54ec941_8.mp4,d858a95536_22.mp4,right,right,right,right,left,left,left,right,left,right
AHXCMJUY4KI4C,63d54ec941_8.mp4,d858a95536_22.mp4,right,right,right,right,left,left,right,right,right,right
A31Z5TPD8QKE26,63d54ec941_8.mp4,d858a95536_22.mp4,right,right,right,right,left,left,left,right,left,left
ASWZO1WY1UHEP,63d54ec941_8.mp4,d858a95536_22.mp4,right,right,right,right,left,right,left,right,right,left
A3OZ8KF0HWSVWK,63d54ec941_8.mp4,d858a95536_22.mp4,right,right,right,right,left,left,right,right,left,left
A2KJ983WWTEK4L,4c08eeaf99_126.mp4,4c08eeaf99_93.mp4,right,right,right,left,right,right,left,left,right,left
ASWZO1WY1UHEP,4c08eeaf99_126.mp4,4c08eeaf99_93.mp4,right,right,right,left,right,right,left,left,right,left
A3O81LHBBI8NPK,4c08eeaf99_126.mp4,4c08eeaf99_93.mp4,right,right,right,left,right,left,left,left,left,left
A31Z5TPD8QKE26,4c08eeaf99_126.mp4,4c08eeaf99_93.mp4,right,right,right,left,right,left,left,right,left,left
A3UUH3632AI3ZX,4c08eeaf99_126.mp4,4c08eeaf99_93.mp4,right,right,right,left,right,left,left,right,left,right
A32UE0WDFAUWBE,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,right,left,right,right,left,left,right,left,left,right
A3OZ8KF0HWSVWK,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,right,left,right,right,left,left,right,left,left,right
A3169N2SCN3ENK,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,right,left,right,right,left,left,right,left,right,left
A31Z5TPD8QKE26,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,right,left,right,right,left,left,left,left,left,left
ASWZO1WY1UHEP,dfbe16e76b_56.mp4,82ab936b7a_3.mp4,right,left,right,right,left,right,right,left,left,left
A2UF2FRGVW4T89,8c8de3ceb3_8.mp4,82ab936b7a_3.mp4,left,left,right,right,left,right,left,left,left,left
ASWZO1WY1UHEP,8c8de3ceb3_8.mp4,82ab936b7a_3.mp4,left,left,right,right,left,left,left,left,right,right
A3O81LHBBI8NPK,8c8de3ceb3_8.mp4,82ab936b7a_3.mp4,left,left,right,right,left,right,left,left,right,right
A22KRF782ELLB0,8c8de3ceb3_8.mp4,82ab936b7a_3.mp4,left,left,right,right,left,left,left,left,right,right
A31Z5TPD8QKE26,8c8de3ceb3_8.mp4,82ab936b7a_3.mp4,left,left,right,right,left,right,left,left,left,right
A22KRF782ELLB0,d858a95536_107.mp4,dfbe16e76b_56.mp4,right,left,right,right,right,right,left,right,left,left
A2KJ983WWTEK4L,d858a95536_107.mp4,dfbe16e76b_56.mp4,right,left,right,right,right,right,left,right,right,left
ASWZO1WY1UHEP,d858a95536_107.mp4,dfbe16e76b_56.mp4,right,left,right,right,right,right,right,right,right,right
A2UF2FRGVW4T89,d858a95536_107.mp4,dfbe16e76b_56.mp4,right,left,right,right,right,right,left,right,left,left
A31Z5TPD8QKE26,d858a95536_107.mp4,dfbe16e76b_56.mp4,right,left,right,right,right,right,right,right,right,left
ASWZO1WY1UHEP,0c5b027fa3_8.mp4,9471a6fc08_5.mp4,right,left,right,left,left,right,right,left,right,left
A31Z5TPD8QKE26,0c5b027fa3_8.mp4,9471a6fc08_5.mp4,right,left,right,left,left,right,left,left,right,left
A3UUH3632AI3ZX,0c5b027fa3_8.mp4,9471a6fc08_5.mp4,right,left,right,left,left,right,right,left,left,right
A22KRF782ELLB0,0c5b027fa3_8.mp4,9471a6fc08_5.mp4,right,left,right,left,left,right,right,right,right,left
A3CAF7LTD3ORSG,0c5b027fa3_8.mp4,9471a6fc08_5.mp4,right,left,right,left,left,right,right,left,left,left
ASWZO1WY1UHEP,82ab936b7a_3.mp4,4b8d550db2_2.mp4,left,right,right,left,right,right,right,right,left,right
A2UF2FRGVW4T89,82ab936b7a_3.mp4,4b8d550db2_2.mp4,left,right,right,left,right,left,right,right,right,right
A2KJ983WWTEK4L,82ab936b7a_3.mp4,4b8d550db2_2.mp4,left,right,right,left,right,right,right,right,right,left
A1S88VQY8G8CNC,82ab936b7a_3.mp4,4b8d550db2_2.mp4,left,right,right,left,right,right,right,right,right,right
A3OZ8KF0HWSVWK,82ab936b7a_3.mp4,4b8d550db2_2.mp4,left,right,right,left,right,right,right,right,left,right
A22KRF782ELLB0,4fdf48c5b7_10.mp4,82ab936b7a_3.mp4,left,left,left,right,left,right,left,left,left,left
ASWZO1WY1UHEP,4fdf48c5b7_10.mp4,82ab936b7a_3.mp4,left,left,left,right,left,right,right,right,right,left
A31Z5TPD8QKE26,4fdf48c5b7_10.mp4,82ab936b7a_3.mp4,left,left,left,right,left,right,left,right,right,left
A1S88VQY8G8CNC,4fdf48c5b7_10.mp4,82ab936b7a_3.mp4,left,left,left,right,left,right,left,left,left,left
AISFU4P55HYEH,4fdf48c5b7_10.mp4,82ab936b7a_3.mp4,left,left,left,right,left,right,left,right,left,right
